path,tracked,git_status,category,recommended_action,destructive_action_permitted,notes
docs/reports/task_081/task_081_paper_eod_review.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_082R/task_082R_architecture.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_083/task_083_portfolio_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_084/task_084_strategy_lock.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_085/task_085_paper_pilot.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_086/task_086_risk_guard_lock.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_086/task_086_sample_plan.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_087/task_087_latest_run.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_088/task_088_evidence_summary.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_089/task_089_market_signal_refresh.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_089_op_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_091/task_091_broker_lifecycle.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_091a/task_091a_controlled_lifecycle.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_092/task_092_signal_alignment.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_093/task_093_capital_backtest.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_093_review/task_093_review_failure_analysis.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_094/task_094_risk_architecture.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_094_review/task_094_review_component_attribution.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_095/task_095_risk_adoption.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_096/task_096_revalidation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_096_5/task_096_5_sharpe_tuning.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_096_review/task_096_review_sharpe_gap.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_097/task_097_execution_density_capital_efficiency.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_097_5/task_097_5_capital_deployment.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_098/task_098_signal_density_diagnosis.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_098_5/task_098_5_signal_funnel.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_099/task_099_breakout_hypothesis_framework.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_099/task_099_breakout_sensitivity_results.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_099/task_099_breakout_sensitivity_test_plan.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_099/task_099_execution_notes.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_099_review/task_099_review_breakout_decision.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_100/_task_089_market_signal_refresh.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_100/_task_092_signal_alignment.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_100/_task_093_capital_backtest.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_100/_task_099_a_family.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_100/task_100_full_revalidation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1001_1010_l5_replacement_hurdle_replay/task_1001_1010_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1001_1010_l5_replacement_hurdle_replay/task_1001_1010_l5_replacement_hurdle_replay.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_101/task_101_crb_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1011_1020_l1_l4_context_curriculum_audit/task_1011_1020_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1011_1020_l1_l4_context_curriculum_audit/task_1011_1020_l1_l4_context_curriculum_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_101_rev/task_101_rev_bottleneck.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_102/task_102_range_pct_validation.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1021_1030_l1_l4_institutional_upgrade/task_1021_1030_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1021_1030_l1_l4_institutional_upgrade/task_1021_1030_l1_l4_institutional_upgrade.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1031_1040_l1_l4_golden_set/task_1031_1040_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1031_1040_l1_l4_golden_set/task_1031_1040_l1_l4_golden_set.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1041_1080_golden_extractor_replay/task_1041_1080_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1041_1080_golden_extractor_replay/task_1041_1080_golden_extractor_replay.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1081_1100_sec_asof_source_replay/task_1081_1100_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1081_1100_sec_asof_source_replay/task_1081_1100_sec_asof_source_replay.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1101_1110_winner_concentration_audit/task_1101_1110_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1101_1110_winner_concentration_audit/task_1101_1110_winner_concentration_audit.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1111_1120_pre_replay_audit_program/task_1111_1120_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1111_1120_pre_replay_audit_program/task_1111_1120_pre_replay_audit_program.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1121_1130_pit_nonsec_repair/task_1121_1130_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1121_1130_pit_nonsec_repair/task_1121_1130_pit_nonsec_repair.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1131_1140_evidence_fill/task_1131_1140_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1131_1140_evidence_fill/task_1131_1140_evidence_fill.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1141_1150_external_source_acquisition/task_1141_1150_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1141_1150_external_source_acquisition/task_1141_1150_external_source_acquisition.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1151_1160_official_universe_redefinition/task_1151_1160_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1151_1160_official_universe_redefinition/task_1151_1160_official_universe_redefinition.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1161_1170_sec_bulk_public_filer_universe/task_1161_1170_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1161_1170_sec_bulk_public_filer_universe/task_1161_1170_sec_bulk_public_filer_universe.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1171_1180_public_filer_proxy_backtest/task_1171_1180_decision.csv,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1171_1180_public_filer_proxy_backtest/task_1171_1180_public_filer_proxy_backtest.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1181_1190_l0_l3_strengthening_plan/expert_packets/exp1183-001_goldman-style_quant_pm.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1181_1190_l0_l3_strengthening_plan/expert_packets/exp1183-002_boa-style_macro_strategist.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1181_1190_l0_l3_strengthening_plan/expert_packets/exp1183-003_morgan_stanley-style_equity_strategist.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
docs/reports/task_1181_1190_l0_l3_strengthening_plan/expert_packets/exp1183-004_jpm-style_risk_manager.md,true,tracked,task_report,KEEP_IF_TASK_CANONICAL,false,"Classification only; do not remove, move, or rewrite from this output."
